title,price,body_style,mileage,exterior_color,interior_color,engine,transmission,drive_type,fuel_type,stereo,doors,stock_number,vin_num,description,other_options,year,make,model,import,kind
2010 Dodge Charger SXT 3.5L RWD,8995,4 Door,126551,Black,Black Leather,3.5L V6,Automatic,Rear Wheel Drive,Gas,AM/FM CD,4,10CHARGERSXT0353,2B3CA3CV5AH140353,"Description
  
      If a big American sedan with big-time V8 thrust is your thing, the 2010 Dodge Charger SXT RWD is one of the best and last of this breed. The Charger features roomy interior, and agreeable ride and seats.This Charger is equipped with Cloth Interior, Power Drivers Seat and Power Options.This Charger is powered by a 3.5-liter V6 good for 250 hp and 250 lb-ft of torque. Fuel Economy clocks in at 17 MPG City and 20 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Rear Wheel Drive</li>
<li>4 Door</li>
<li>Adjustable Pedals</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Fog Lights</li>
<li>Leather Interior</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2010,Dodge,Charger,import,car
2005 Pontiac Grand AM SE Sedan,5995,4 Door,53450,Burgundy,Gray Cloth,2.2L 4 Cylinder,4 Speed Automatic,Front Wheel Drive,Gas,AM/FM CD,4,05GRANDAM4514,1G2NE52F75M244514,"Description
  
      **53K MILES!** The 2004 Pontiac Grand Am is a solid mid sized sports sedan with crisp handling and nice features.This Grand Am is equipped with Cloth Interior and Power Options.Powering the Grand Am is a 2.2L 4 Cylinder Engine that gets Fuel Economy of 23 MPG City and 33 MPG HYW.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li class=""last"">Anti Lock Brakes</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Automatic Transmission</li>
<li>CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Low Mileage</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2005,Pontiac,Grand,import,car
2008 Audi A4 2.0T Quattro AWD,12995,4 Door,111418,Black,Gray Leather,2.0L 4 Cylinder Turbo,6 Speed Automatic,AWD,Gas,AM/FM 6 DISC CD CHANGER,4,08A4QUATTRO8785,WAUDF78E68A168785,"Description
  
      **ONE OWNER** The 2008 Audi A4 2.0T Quattro AWD with **Power Sunroof** is a fine choice thanks to its reasonable price, high-quality interior and engaging personality. The A4 offers Premium cabin design and materials, communicative chassis makes it rewarding to drive, and All Wheel Drive versatility.The A4 2.0T sedan comes standard with Heated Leather, power seats, a sunroof, dual-zone automatic climate control and a 10-speaker, six-CD/MP3 changer.Powering the A4 is a 2.0-liter turbocharged inline-4 produces 200 hp and 207 pound-feet of torque. Fuel Economy clocks in at 19 MPG City and 27 MPG Hwy.Standard safety features include antilock brakes, traction control, stability control, front-seat side airbags and full-length side curtain airbags.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li>AWD</li>
<li class=""last"">CD Changer</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Moon Roof/Sunroof</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li class=""last"">Power Seats</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li>Tinted Glass</li>
<li class=""last"">Traction Control</li>
</ul></div>",2008,Audi,A4,import,car
2005 Ford Taurus SE,4995,4 Door,113710,Tan,Gray Cloth,3.0L V6,4 Speed Automatic with Overdrive,Front Wheel Drive,Gas,AM/FM CD,4,05TAURUSSE2342,1FAFP53U85A262342,"Description
  
      **ONE OWNER** Take a look at this clean and solid running 2005 Ford Taurus SE. A great choice for a family looking for an inexpensive sedan or a car for a student driver.This Taurus is equipped with Cloth Interior, Air, Cruise, and Power Options.Powering the Taurus is a 3.0L V6 that gets Fuel Economy of 18 MPG City and 25 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>AM FM Radio</li>
<li>Automatic Transmission</li>
<li class=""last"">CD Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>One Owner</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li class=""last"">Power Steering</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2005,Ford,Taurus,import,car
2006 Ford Taurus SEL,4995,4 Door,152271,Green,Gray Leather,3.0L V6,4 Speed Automatic with Overdrive,Front Wheel Drive,Gas,AM/FM CD,4,06TAUR1504,1FAFP56U16A251504,"Description
  
      The 2006 Ford Taurus SEL with **Power Sunroof** is a great choice for someone looking for a Family Sedan at an affordable price.This Taurus is equipped with Leather Interior, Power Drivers Seat, and Power Options.The Taurus is equipped with a 3.0-liter ""Vulcan"" V6 that produces 153 hp and 185 pound-feet of torque. A four-speed automatic transmission is standard. Mileage estimates are 20 mpg in the city and 27 mpg on the highway.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Leather Interior</li>
<li>Moon Roof/Sunroof</li>
<li>Power Drivers Seat</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2006,Ford,Taurus,import,car
1998 Lexus LS400 V8,6495,4 Door,204744,Black,Tan Leather,4.0L V8,5 Speed Automatic,2 Wheel Drive Rear,Gas,AM/FM Tape,4,98LEXUSLS400B0695,JT8BH28F3W0102695,"Description
  
      The 1998 Lexus LS400 with **Power Sunroof** is Less expensive than its European competitors with excellent performance and luxury.This Lexus is also equipped with Heated Leather Seats, Power Tilt Wheel, Driver Memory, and Power Options.Powering the Lexus is a 290 Horse 4.0L V8 Engine that gets Fuel Economy of 17 MPG City and 23 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Rear Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">Cassette Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>Fog Lights</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Memory Seats</li>
<li>Moon Roof/Sunroof</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Seats</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",1998,Lexus,LS400,import,car
2004 Volkswagen Phaeton V8,14900,4 Door,82750,Blue,Gray Leather,4.2L V8,Automatic,AWD,Gas,AM/FM CD,4,D04 VOLKSWAGEN PHAETON BLUE,WVWAF63D648011385,"Description
  
      The 2004 Volkswagen Phaeton AWD V8 is an ultraluxury flagship sedan from Volkswagen that seats five passengers in a very well-equipped interior compartment. With 4Motion all-wheel-drive and adjustable air suspension, the Phaeton offers the full spectrum of luxury amenities including leather trimmed seats, four-zone Climatronic automatic climate control, infotainment system with multi-function computer, and standard interior wood trim.This Pheaton is equipped with Heated Leather Seats Front and Rear, Navigation, Driver Memory, Power Sunroof, and multiple Power Options.Powering the Pheaton is a 335 horsepower 4.2-liter V8. Fuel Economy clocks in at 14 MPG City and 21 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li>AWD</li>
<li>CD Player</li>
<li class=""last"">Cruise Control</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Dual Air Bags</li>
<li>Fog Lights</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Memory Seats</li>
<li>Moon Roof/Sunroof</li>
<li>Navigation System</li>
<li>New Tires</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Seats</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2004,Volkswagen,Phaeton,import,car
2005 Volkswagen Jetta 2.5L 5 Speed Manual,6995,4 Door,106436,Black,Tan Leather,2.5L 5 Cylinder,5 Speed Manual,Front Wheel Drive,Gas,AM/FM CD,4,05JETTA5SPEED8536,3VWSG71K95M638536,"Description
  
      **5 SPEED MANUAL** **HEATED LEATHER** **POWER SUNROOF**The 2005 Volkswagen Jetta 2.5 offers a near ideal balance between ride and handling, as well as fun to drive, comfortable ride, rich interior materials, loads of standard safety features, excellent crash test scores, solid build quality.This Jetta is also equipped with Power Options, Power Tilting Drivers Seat, and more.Powering the Jetta is a 2.5L 5 Cylinder Engine that gets Fuel Economy of 19 MPG City and 28 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">CD Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Manual Transmission</li>
<li>Moon Roof/Sunroof</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2005,Volkswagen,Jetta,import,car
2007 Ford Taurus SEL V6,4995,4 Door,143583,Silver,Gray Cloth,3.0L V6,4 Speed Automatic with Overdrive,Front Wheel Drive,Gas,AM/FM 6 DISC CD CHANGER,4,149885,1FAFP56U97A149885,"Description
  
      Check out this clean and sharp 2007 Ford Taurus SEL. A great choice for someone looking for a Family Sedan at an affordable price.This Taurus is equipped with Cloth Interior, Power Drivers Seat, and Power Options.The Taurus is equipped with a 3.0-liter ""Vulcan"" V6 that produces 153 hp and 185 pound-feet of torque. A four-speed automatic transmission is standard. Mileage estimates are 20 mpg in the city and 27 mpg on the highway.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cassette Player</li>
<li>CD Changer</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2007,Ford,Taurus,import,car
2009 Chevy Impala LS,9995,4 Door,93614,Brown,Gray Cloth,3.5L V6,4 Speed Automatic,Front Wheel Drive,Gas,AM/FM CD,4,240363,2G1WB57NX91240363,"Description
  
      **One Owner** With a powerful and efficient V6 engine, a comfortable cabin and a smooth ride, the 2009 Chevrolet Impala LS brings a lot to the family sedan table.This Impala is equipped with Cloth Interior, Power Drivers Seat, and Power Options.Powering the Impala is a 3.5-liter V6 engine that produces 211 horsepower and 214 pound-feet of torque. Fuel Economy clocks in at 19 mpg city/29 mpg highway and 23 mpg combined.Antilock brakes and traction control are standard on all Impala trims, as are front seat side airbags, full-length side curtain airbags.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>One Owner</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li>Tinted Glass</li>
<li class=""last"">Traction Control</li>
</ul></div>",2009,Chevy,Impala,import,car
2008 Honda Accord EX-L V6,10900,4 Door,101043,Silver,Gray Leather,3.5L V6,5 Speed Automatic,Front Wheel Drive,Gas,AM/FM CD,4,08ACCORDEXL8015,1HGCP36808A048015,"Description
  
      **V6** **HEATED LEATHER** **NAVIGATION** **POWER SUNROOF**The 2008 Honda Accord EX-L V6 maintains and improves upon the aspects that have made past Accords so great. Plus, the sedan and coupe's eye-catching styling proves that reliable transportation doesn't have to be bland. The Accord features a Powerful and fuel-efficient V6 engine, ample passenger space, balanced approach to handling and ride comfort, and striking styling.This Accord is equipped with Leather Interior, Power Seats, and Power Options.Powering the Accord is a 3.5-liter V6 that produces 268 hp and 248 lb-ft of torque. Fuel Economy clocks in at 19 MPG City and 29 MPG Hwy.All Accords come standard with antilock disc brakes, stability and traction control, front side airbags and full-length curtain airbags.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">CD Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Moon Roof/Sunroof</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li class=""last"">Power Seats</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li>Tinted Glass</li>
<li class=""last"">Traction Control</li>
</ul></div>",2008,Honda,Accord,import,car
2006 Pontiac G6 4 Cylinder,6995,4 Door,62866,Blue,Gray Cloth,2.4L 4 Cylinder,4 Speed Automatic,Front Wheel Drive,Gas,AM/FM CD,4,07G6SEDAN7453,1G2ZF58BX74197453,"Description
  
      **62K MILES** With the 2007 Pontiac G6 Sedan, GM's performance division offers an enticing entry in the midsize sedan market thanks to distinctive features, sharp styling, a roomy interior and solid performance.This G6 is equipped with Cloth Interior and Power Options.Powering the G6 is a 2.4-liter four-cylinder with 169 hp and 162 pound-feet of torque. Fuel Economy clocks in at 20 MPG City and 30 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>AM FM Radio</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Dual Air Bags</li>
<li>Low Mileage</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2006,Pontiac,G6,import,car
2008 Ford Mustang Shelby GT 500 6 Speed Manual,42900,2 Door,6300,Gray,Black Leather,5.4L Super Charged,6 Speed Manual,2 Wheel Drive Rear,Gas,AM/FM CD,2,D08 Ford Mustang Shelby Gray,1ZVHT88SX85112640,"Description
  
      Here is a super sharp, clean and Sport Inspired Mustang GT 500 Shelby with 6 Speed Manual and Navigation.  Returning once again for 2008, the Ford Shelby GT500, based on the popular Shelby GT, is sure to turn heads wherever it travels. Inspired by the Shelby big-block Mustang of the 1960s, the GT500, which is a joint collaboration between Mustang customizer Shelby and Ford's Special Vehicle Team SVT, truly is a performance-powered Mustang.  There are many ways in which the GT500 stands apart from other Mustangs. For one, it boasts a supercharged 5.4-liter V8 engine capable of outputting an estimated 500 hp and 480 lb.-ft. of torque.  comes with a MacPherson strut independent front suspension with Reverse-L lower control arms, backed by spring rates and an upgraded stabilizer for improved handling and stopping performance. Next, the GT500 is only available with a 6-speed manual transmission, designed exclusively for performance driving. In fact, the cars heavy-duty transmission is the same in design as the race-winning Mustang FR500C.  As for braking, the GT500 boasts four-piston Brembo calipers, each fitted to 14-inch Brembo vented rotors up front. It also features 11.8-inch vented discs in the rear.  Very well equipped, this Mustang GT comes with Sport Alloy Rims, As for tread, its available with 18 x 9.5 inch wheels featuring 255/45ZR high-performance tires up front and 285/40ZR high-performance tires in back, Sport Trim, Black Leather Interior, Power Drivers Seat, Power Windows and Locks, Cruise, In Dash Navigation System, 6 Speed Shifter, Sirus Satellite Radio, Air and much more.Give us a call to schedule a test drive or if you have additional questions.  Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2wd
</li>
<li>2_door
</li>
<li>air_conditioning
</li>
<li>alloy_wheels
</li>
<li>am_fm_radio
</li>
<li>anti_lock_brakes
</li>
<li>cd_player
</li>
<li class=""last"">cruise_control
</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">dual_air_bags
</li>
<li>fog_lights
</li>
<li>leather_interior
</li>
<li>manual_transmission
</li>
<li>navigation_system
</li>
<li>one_owner
</li>
<li>power_drivers_seat
</li>
<li class=""last"">power_locks
</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">power_mirrors
</li>
<li>power_steering
</li>
<li>power_windows
</li>
<li>rear_window_defroster
</li>
<li>tilt_wheel
</li>
<li class=""last"">tinted_glass
</li>
</ul></div>",2008,Ford,Mustang,import,car
2010 Chevy Impala LT,8995,4 Door,110159,Black,Gray Cloth,3.5L V6,4 Speed Automatic,Front Wheel Drive,Gas,AM/FM CD,4,10IMPALA0794,2G1WB5EK6A1130794,"Description
  
      A comfortable cabin and a smooth ride make the 2010 Chevrolet Impala LT an appealing large family sedan. The Impala features Smooth ride, and a big trunk.This Impala is equipped with Cloth Interior, Power Drivers Seat, Traction Control and Power Options.Powering the Impala is a 3.5-liter V6 that produces 211 horsepower and 216 pound-feet of torque. Fuel Economy clocks in at 18 mpg city/29 mpg highway and 22 mpg combined.The Impala's list of standard safety equipment includes antilock brakes, electronic stability control, side-impact airbags for front seat occupants and side curtain airbags that cover both rows. The OnStar emergency communications system is also standard. In government crash testing, the Impala earned the highest possible five-star rating in frontal crash tests; for the side-impact tests, it emerged with five stars for front passengers and four stars for rear seat occupants. Tests conducted by the Insurance Institute for Highway Safety rated the Impala's performance as a second-best ""Acceptable"" in frontal crashes and a top rating of ""Good"" in side impacts.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li class=""last"">Power Steering</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li>Tinted Glass</li>
<li class=""last"">Traction Control</li>
</ul></div>",2010,Chevy,Impala,import,car
2009 Chevy Cobalt LT 4 Cylinder,7495,4 Door,95601,Black,Gray Cloth,2.2L 4 Cylinder,4 Speed Automatic,Front Wheel Drive,Gas,AM/FM CD,4,09COBALT0685,1G1AT58H397290685,"Description
  
      The 2009 Chevy Cobalt LT is a solid compact 4 Door Sedan with a Fuel Efficient 4 Cylinder Gas Saving engine. A great choice for someone looking for a clean, nice running compact 4 door car.This Cobalt is equipped with Cloth Interior, A/C, Power Options and CD Player.Powering the Cobalt is a 2.2L 4 Cylinder Engine that gets Fuel Economy of 22 MPG City and 32 MPG Hwy.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Dual Air Bags</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li>Power Steering</li>
<li class=""last"">Power Windows</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2009,Chevy,Cobalt,import,car
